citeid,paraid,citedsentence,citedparaid,score
18933,2574813,"Genetically US PEDV strains resemble the recent highly virulent strains from China (China AH2012 and CH/ZMZDY/11), but the origin of PEDV in the US remains unknown (Huang et al., 2013; Marthaler et al., 2013; Vlasova et al., 2014) .",778213,0.005121595
18982,2574813,"Genetically US PEDV strains resemble the recent highly virulent strains from China (China AH2012 and CH/ZMZDY/11), but the origin of PEDV in the US remains unknown (Huang et al., 2013; Marthaler et al., 2013; Vlasova et al., 2014) .",825122,1.35463E-05
19046,2574813,"Genetically US PEDV strains resemble the recent highly virulent strains from China (China AH2012 and CH/ZMZDY/11), but the origin of PEDV in the US remains unknown (Huang et al., 2013; Marthaler et al., 2013; Vlasova et al., 2014) .",3084229,0.233662426
19429,2574815,"Several key immunologic findings emerged from the early work on TGEV vaccines (Saif, 1999; Saif et al., 2012) .",2787379,8.33924E-07
19622,404438,"2020 , Liebig et al.",449628,0.156468406
19678,404438,Williem et al.,1487338,0.082100414
19681,2574815,"The discovery by Bohl and Saif of the gut-mammary-sIgA axis (trafficking of IgA immunocytes from the gut to the mammary gland) in swine in 1972 was a forerunner for the concept of a common mucosal immune system Saif, 1999; Saif and Bohl, 1983; Saif et al., 1972; Weisz-Carrington et al., 1978) .",2787374,4.36597E-05
19744,404438,"2020 , Neufeld and Khataee 2020 , Milne and Xie 2020 , Chang et al.",664933,1.33441E-08
18500,1111209,The high flow-rate of oxygen or air and/or the positive pressure resulting from such treatment procedures might accentuate the spread of potentially infectious air exhaled or expelled from patients [20] .,421891,3.13048E-08
18561,1111209,"In our recent study of airflow around oxygen masks during oxygen therapy, exhaled air from the mask can travel up to 0.4 m on each side of the patient [29] .",2219958,0.001418179
18418,454514,"In addition, IVIG is ineffective as a single agent against COVID-19 [70, 71] .",1582965,0.002758345
18537,454514,"In addition, IVIG is ineffective as a single agent against COVID-19 [70, 71] .",2516143,0.010765671
19796,1665917,The World Health Organization (WHO) has declared COVID-19 a public health emergency of international concern (PHEIC) [1] .,2466414,0.09064611
19091,1212219,2016; Luk et al.,2239263,7.26588E-06
19419,1212222,The trimers developed by spike proteins are broken via different cellular proteases to enable the fusion between infected cells and virus membranes (Bian et al.,643974,0.001646882
19493,1212222,"Besides, the receptor-binding motifs (RBM), coronavirus contain trypsin abundantly on the surface of RBD which facilitate the direct bonding with ACE-2 of host cells (Kirchdoerfer et al.",3066874,0.017367981
19635,1212222,"Hence, the binding of COVID-19 with ACE-2 receptor of the host cell is substantial a determining factor for the pathogenesis of the infection (Fang et al.",1985652,0.467687637
19734,1212223,The emerging evidence evaluated that the spike glycoproteins are considered as an important target for antibody-based therapies and designing the new vaccines for the treatment of coronavirus (Yuan et al.,2148,0.000111566
19889,1212223,2019; Vlasova et al.,2361708,0.905831337
19962,1212223,"It is reported that several other critical structures of spike molecules, including heptad repeat 1 and 2 (HR1 and HR2) domains, Central Helix (CH) are involved in the fusion of infected and host cells (Yuan et al.",3056268,4.61482E-06
19626,605975,[10] [11] [12] CT is helpful to guide clinical management and surveil the progression of COVID-19.,3077779,0.005525971
19698,605975,[10] [11] [12] CT is helpful to guide clinical management and surveil the progression of COVID-19.,3041250,3.17003E-08
19939,504978,"However, this strain clustered with the provisionally assigned HRV-C_Pat22 type (GenBank entry: FJ615745) [31, 33] .",1141695,0.001259293
19941,1665917,"On January 7, 2020, the causative agent was identified as a novel coronavirus, which was later named 2019-nCoV [2] [3] [4] .",2471441,0.01010944
19980,1312916,"Data acquisition and quantification were done as previously reported by us [31, 32] .",2312495,0.147376612
19122,1161082,"They may also reinforce the idea that synergy between IFN-induced genes is more than the sum of their individual parts, one of the founding doctrines of systems biology [154] [155] [156] .",3106648,5.57219E-07
19489,2423100,Washam et al 26 recently described a 37% reduction in HARVIs after standardization of visitor restriction policies that included restricting the number of visitors during a hospitalization.,3052164,0.000769697
19660,2423101,"15, 28 Hand contact with contaminated hands and surfaces has resulted in fingertip acquisition of rhinovirus 22%-70% of the time.",748216,0.079450637
19841,2423101,"30 As a result, there are numerous opportunities for hands to become contaminated with respiratory viruses and serve as a vector to patients.",2497895,0.005203447
18491,1969085,"2005) , Franquet's epauletted fruit bat (Epomops franqueti) (Olival and Hayman 2014) and the greater long-fingered bat (Miniopterus inflatus) (Kupferschmidt 2018) , species implicated as reservoir hosts for Ebola virus, were known to extend into West Africa with opportunities for spread of the virus.",2270381,2.11656E-06
18949,2726031,"Consequently, the authors recom- 40 mended special attention, including minimizing the use 41 of electrocautery, reduction of pneumoperitoneum pres- 42 sure, and generous use of suction devices to remove smoke 43 and aerosol during operations, especially before converting 44 from laparoscopy to open surgery or any extraperitoneal 45 maneuver [6] .",3062807,8.50985E-08
19999,454557,"For the diagnosis markers, we found the D-dimer, CRP, LDH, PCT were increased quickly in severe group compared with the non-severe group (CRP, 65.1% vs. 13 , while ASP, ALP, CK and creatinine were mildly increased.",1392547,6.32067E-06
19300,151646,"However, Rauch et al (43) found that anti-MBP antibody from TMEV infected mice did not cross-react with TMEV antigens.",343657,1.83637E-09
20266,1111215,have investigated the effects of city-size heterogeneity on epidemic dynamics in a metapopulation where small villages and big cities exist simultaneously with the basic RD process [23] .,3113928,0.024850726
20534,1111216,"In fact, people generally have awareness and change their behaviors (including canceling their trips) to respond to an epidemic outbreak, and such behavior changes have been proved to affect the network structure and epidemic dynamics [24] [25] [26] [27] [28] .",1033044,0.215971708
24587,355410,Lucchi et al.,909020,5.79385E-07
24688,2574826,"The recombinant VEE virus particles with encapsulated PEDV S RNA were harvested from infected Vero cells and the VEE replicon RNA expressing the S gene was recovered for use in the iPED vaccine (Kim et al., 2016) .",1367887,1.50422E-05
20184,2423107,"2 There is no current definitive data regarding the clinical features, morbidity, and mortality of coronavirus disease 19 (COVID-19) in pregnant women.",1577575,0.005157015
20276,2423112,"6 Amniotic fluid, placenta, cord blood, and nasopharyngeal swab from the neonate tested negative for SARS-CoV-2.",1675514,2.13191E-06
20320,2423112,"8 All women delivered neonates who were well and asymptomatic, three of whom tested negative for the virus (one neonate was not tested because parental consent was denied).",1936425,5.20485E-06
24223,1665921,"Ten studies [7, 9, 11, 14, 15, 17, 19, [23] [24] [25] [7, 9, 13-17, 19, 22, 24, 25] ) and dyspnea (8 articles [7, 9, 13, 14, 16, 17, 19, 24] ) were risk factors for severe COVID-19 (Fever: OR=2.11 [1.11, 4.",982509,9.38263E-08
24541,1665921,"Ten studies [7, 9, 11, 14, 15, 17, 19, [23] [24] [25] [7, 9, 13-17, 19, 22, 24, 25] ) and dyspnea (8 articles [7, 9, 13, 14, 16, 17, 19, 24] ) were risk factors for severe COVID-19 (Fever: OR=2.11 [1.11, 4.",1682931,2.5901E-06
20770,1060394,"The 15-item Impact of Event Scale (IES; range, 0-75) was used to assess symptoms of distress over the past 7 days, with a scale of subclinical (0-8), mild (9) (10) (11) (12) (13) (14) (15) (16) (17) (18) (19) (20) (21) (22) (23) (24) (25) , moderate (26) (27) (28) (29) (30) (31) (32) (33) (34) (35) (36) (37) (38) (39) (40) (41) (42) (43) , and severe (44-75) distress.",3100373,0.003534916
20324,201972,"Finally, antibody glycoforms produced in N. benthamiana and lacking xylose and fucose are also being developed as candidates to treat West Nile virus [135] , dengue virus [136] , and CHIKV [137] infections.",856799,4.55083E-06
20505,201977,"The suggested piglet-level case-definition is; Non-haemorrhagic diarrhoea during the first week of life without detection of known infectious pathogens, which is characterized by milk-filled stomachs and flaccid intestines at necropsy [2] .",3044952,0.29412064
20802,201979,"Therefore, it was hypothesized that liquid faeces at birth might be a normal phenomenon, unrelated to the syndrome [6] .",1964599,1.09077E-07
20422,252622,"2014) , and meningitis (without parenchymal involvement) is rarely reported (Antinori et al.",3036393,1.40439E-07
24285,1262163,"60, 56 Both non-invasive ventilation (NIV) and HFNO should be considered to be aerosolising procedures.",768552,0.006148648
24449,1262163,"58, 60 The use of NIV has previously been associated with the transmission of virus to healthcare workers during the previous SARS outbreak 61 , however since that outbreak in 2003 improvements in mask design may have reduced this risk.",2151975,3.26871E-06
24489,1262163,"58, 60 The use of NIV has previously been associated with the transmission of virus to healthcare workers during the previous SARS outbreak 61 , however since that outbreak in 2003 improvements in mask design may have reduced this risk.",768552,1.62582E-06
20050,605992,"7, 8, 20 Typical image manifestations have been described as multifocal GGO, patchy consolidation, crazy-paving pattern, air bronchogram, and multiple lesions with bilateral involvement.",1202168,5.97195E-06
20575,454571,"8 Because many of the MS DMTs have been designed to target the adaptive immune response; and for therapeutic effect most likely need to target the memory B cells, 9 it is unlikely that MS DMTs treatment impact on the innate immune responses, although there is some evidence that fingolmod 10 and alemtuzumab 11 impact on the innate immune system.",1151135,1.85854E-06
24318,1161173,"However, studies of previous pandemics and seasonal epidemics suggest a possible scenario in which the latent period of infl uenza may be infectious and not all infected persons will show symptoms (14, (22) (23) (24) .",1635681,0.028358039
24382,606041,"Similar to SARS-CoV, during the infection process, the S protein of MERS-CoV is cleaved into a receptor-binding subunit S1 and a membrane-fusion subunit S2 [54] [55] [56] [57] .",295867,0.105849855
25025,606041,"The RBM comprises a four-stranded antiparallel β-sheet for connecting to the core via loops [57, 62] .",1416518,0.223203659
20062,1969087,Recent studies suggest that the systemic effects of WNS may down-regulate antiviral responses in bats persistently infected with coronaviruses and increase the potential of virus shedding (Davy et al.,3103874,0.077914596
20481,1969090,"Following the outbreak of SARS in China, the Government enhanced infectious disease surveillance, building the web-based Nationwide Notifiable Infectious Disease Reporting Information System (NI-DRIS) (Yang et al.",1244420,0.659132123
20578,1969090,"Based on experience detecting and responding to national epidemics such as SARS, and influenza H5N1, H1N9 and H7N9, China has expanded their efforts to assist with diagnostics and surveillance in the region; they are a participant in the Mekong Basin Disease Surveillance Network (Phommasack et al.",3053639,3.42421E-05
20911,1969096,The application of novel analytical approaches to address these critical needs has been conflated by academic debate on whether or not EID prediction is possible (Geoghegan and Holmes 2017) .,2763829,9.7292E-07
24282,505019,"-Ecocardiografía urgente -Sospecha de patología malformativa -CIR con alteración hemodinámica -Complicaciones de la gestación monocorial En estos casos, la exploración deberá realizarse por el facultativo que tenga mayor nivel de experiencia y siempre usando el EPI adecuado (22, (24) (25) (26) 36) .",1328515,3.63858E-09
20063,1615610,"The S2 domain of SARS-CoV S protein contains a putative fusion peptide and two heptad repeat regions (HR1 and HR2), which can associate to form a six helix bundle comprised of three helices from HR1 that run antiparallel to three helices from HR2 [16] [17] [18] .",1911704,0.345715642
20158,1212224,"The most recent evidence revealed that the one-third genome of SARS-CoV-2 is encoded by four different types of viral proteins, including envelope (E), spike (S), membrane (M), and nucleocapsid (N) proteins (Sarma et al.",239854,5.65983E-08
20244,1212224,The emerging evidence suggested that the NTD is responsible for RNA genome binding of protein-protein interaction formation and folded into monomeric conformation (Nguyen et al.,510758,2.86157E-06
20322,1212225,"Most recently, Sarma et al.",239885,7.69971E-07
20371,1212226,"Finally, the encapsulation of viral RNA occurs by budding in the smooth endoplasm reticulum (green) and packed in the form of nucleocapsids (light blue) by the Golgi apparatus (orange) and released from the cell via an exocytic pathway de Wilde et al.",1114353,0.002050966
20415,1212227,"Finally, after the replication and transcription, the viral genome is packed into nucleocapsids (enveloped from smooth endoplasm reticulum by budding) and ultimately leave the cell through the exocytic pathway (Ulasli et al.",2947045,0.012142198
20492,1212227,2010; de Wilde et al.,1114391,0.03532454
20654,1212229,"Moreover, the early administration of IFN in combination with different agents like ribavirin represented an admirable advantage in the reduction of disease severity (Omrani et al.",722138,1.40801E-05
20783,1212229,2016; Deng et al.,203219,2.11763E-05
20822,1212230,A similar study on IFN-aß also demonstrated that IFN-aß could effectively control the viral disease by increasing the function and recruitment of IMM genes (Channappanavar and Perlman 2017) .,1337346,0.001239028
24497,858510,"Recombinant retrovirus pseudotyped with PEDV-S has been generated and employed to investigate the PEDV entry mechanism [20, 33] .",2265236,0.003610934
20136,2069729,Modified from Broderick (7) .,2838413,3.61412E-07
20233,2069747,"Moreover, this effect of (SC) cocaine on DA release on vlNAcc in an extended habituated environment was compared with previous studies in which the paradigm was completely the same with the one exception, that the protocol did not have an extended habituation component (7) .",2838413,4.44887E-05
20127,1464059,"This suggest that nucleotide bias may serve distinct biological function in SARS-CoV-2 as J o u r n a l P r e -p r o o f well as in other CoVs and is in direct relation to the characteristic codon usage of these viruses (Berkhout and Van Hemert, 2015) .",3069739,0.166911826
20163,1464060,"This is in agreement with mean ENC values obtained for other CoV, like SARS-CoV (ENC = 48.99) (Gu et al., 2004) ; Bovine Coronavirus (BCoV) (ENC = 43.78) (Castells et al., 2017) ; MERS-CoV (ENC = 55.50) (Alnazawi et al., 2017) or Avian CoV (ENC = 51.33) (NSP2; Brandao, 2013) .",293742,3.84408E-08
20245,1464060,"This is in agreement with mean ENC values obtained for other CoV, like SARS-CoV (ENC = 48.99) (Gu et al., 2004) ; Bovine Coronavirus (BCoV) (ENC = 43.78) (Castells et al., 2017) ; MERS-CoV (ENC = 55.50) (Alnazawi et al., 2017) or Avian CoV (ENC = 51.33) (NSP2; Brandao, 2013) .",511334,0.006274366
20326,1464060,"This is in agreement with mean ENC values obtained for other CoV, like SARS-CoV (ENC = 48.99) (Gu et al., 2004) ; Bovine Coronavirus (BCoV) (ENC = 43.78) (Castells et al., 2017) ; MERS-CoV (ENC = 55.50) (Alnazawi et al., 2017) or Avian CoV (ENC = 51.33) (NSP2; Brandao, 2013) .",1150366,1.47389E-07
20439,1464061,"This in agreement with very recent studies revealing a significant predominance of A and U at third codon positions in CoV genomes (Sheikh et al., 2020; Wang et al., 2018; Kandeel et al., 2020) .",378226,8.65494E-11
20582,1464062,"MERS-CoV codon usage revealed a bias among hydrophobic amino acids, being CCG (Pro) and GUU (Val) the least and most frequently used codons (Chen et al., 2017) .",394383,0.169243857
20668,1464062,"Similarly, CpG and UpU dinucleotide frequencies resulted to be the lowest and highest frequencies found in MERS-CoV (Chen et al., 2017) .",394386,0.098307103
20075,2726034,"There have also been similar surveys in Russia 22 , Australia 23, 24 , Peru 25 , Japan 26 , Taiwan 27 , southern China (Guangzhou 28 , Hong Kong [29] [30] [31] .",2532467,1.55968E-07
20886,2726063,"Several different modes of data collection used in previous studies included self-completed paper contact diaries 10, 14, 29, 45 , electronic contact diaries 24 , online contact diaries 11, 14, 29 , and interview-led contact diaries 28, 31 (Supplementary Table S14 ).",821213,8.57323E-06
20077,504978,"This strain clustered with the provisionally assigned HRV-C_Pat21 type (GenBank entry: FJ615737) [31, 33] .",1141695,0.000218178
20309,504985,"The high proportion of HEV in respiratory samples is concordant with previous epidemiological surveillance conducted in South Africa, New Caledonia and Cameroon [4, 14, 36] , whereas studies in Switzerland, Senegal and Mozambique showed a lower proportion of HEV [12, 13, 20] .",2302082,0.061209906
20216,908882,"The latter may be positioned in close proximity to the original template strand if we assume that the genome is circularized via a protein bridge as seen for several other viruses (Sola et al., 2011) .",1725913,1.42166E-05
20915,908885,"Remarkably, nsp10 is the third non-structural protein in arteriviruses, next to nsp1 (Nedialkova et al., 2010) and nsp11 (Posthuma et al., 2006) , which was directly and specifically implicated in transcription.",533065,0.515675664
24380,1969107,"Pathogens are not fixed entities, and some pathogens carry a greater innate ability to evolve and spillover into new hosts than others (Johnson et al.",3036972,8.16843E-06
24580,1969107,Knowledge of ecological scenarios surrounding the accelerated viral evolution of highly pathogenic avian influenza (HPAI) is vital to preparing for future outbreaks of the disease in humans and worthy of significant investment in China and elsewhere (Gao 2018) .,2266598,2.74887E-08
24690,1969108,"For example, recent evolutionary analyses of Middle East Respiratory Syndrome (MERS) coronavirus have helped to elucidate viral transmission dynamics between camels and people (Dudas et al.",3042326,0.019153589
24726,1969108,"We also now know that viruses sharing diverse vertebrate hosts are ''worth watching'' for potential emergence in humans, because host breadth (i.e., infecting a taxonomically diverse range of hosts) is a key factor associated with a virus' likelihood of spillover and secondary human-to-human transmission and geographic spread (Johnson et al.",2573470,5.17836E-05
24453,2726160,"Finally, as of March 12th, 2020, 7,755 cases were reported in the Republic of Korea, of which 480 (6.2%) were pediatric, with no deaths being reported (6) .",1403939,0.187260628
20509,2019287,""" dans des Réseaux de recherches cliniques vaccinales nationaux et internationaux impliquant pays du Nord et du Sud tels que les réseaux I-Reivac en France, dirigé par O Launay [27] , ANRS en France et dans les pays du Sud, ou Reacting,mis en place par JF Delfraissy pour les épidémies émergentes [28] , financés par les états, des consortia institutionnels européens (EDCTP), caritatifs (Fondation Gates ou Welcome Trust) et industriels.",441135,1.26533E-08
24377,706879,"According to CDC and many other researchers at the moment, the source of COVID-19 is unknown and there is no specific vaccine and treatment [1] [2] [3] .",1011868,1.03681E-05
24437,706881,The WHO and public health officials performed the role of mediator to communicate the risk of an outbreak to the investors and it shapes the investors' sentiments towards the disease [4] .,1496065,0.002236832
20983,151656,"Therefore, one cannot rule out the possibility that anti-myelin autoimmunity might play a neuroprotective role during the late chronic phase of TMEV infection, a time when severe axonal injury and loss has been demonstrated [reviewed in (5) ].",111299,0.005773236
24261,2221290,"Several investigations concluded that viral coinfections are no more severe than single virus infections [6, 7, 9] , or even that there is less severe clinical impact associated with coinfection [5, 6] .",2715923,0.118651815
24403,2221290,"Several investigations concluded that viral coinfections are no more severe than single virus infections [6, 7, 9] , or even that there is less severe clinical impact associated with coinfection [5, 6] .",2207245,0.000538372
24467,2221290,"Several investigations concluded that viral coinfections are no more severe than single virus infections [6, 7, 9] , or even that there is less severe clinical impact associated with coinfection [5, 6] .",2153036,0.000625981
24533,2221290,"Several investigations concluded that viral coinfections are no more severe than single virus infections [6, 7, 9] , or even that there is less severe clinical impact associated with coinfection [5, 6] .",2715923,0.251130849
20576,1009666,"In a college student office setting, Zhang and Li (2018) 41 demonstrated that the frequency of close contact (within 1 m) is 9.64 contacts per hour per student, which contributed to 45% of reported IAV infections.",577812,0.13751334
20629,1009666,"In a college student office setting, Zhang and Li (2018) 41 demonstrated that the frequency of close contact (within 1 m) is 9.64 contacts per hour per student, which contributed to 45% of reported IAV infections.",577788,0.027007017
20674,1009666,"Additionally, previous studies have suggested that influenza illness and death rates could be decreased by as much as 50% by reducing the contact rates of infected persons 42 .",1208863,0.000231421
20109,1817332,"4 A systematic review compared various masks (i.e., standard surgical masks vs. respirator masks) 5 ; this review included a single clinical trial from 2009 of respirator masks, standard masks, and no masks among the general public during an influenza epidemic in Australia.",663546,0.000105778
20498,1817334,"10 In a study of 53 surgeons, the authors reported that pulse rates of the surgeons increased and their SpO2 decreased after the first hour of wearing surgical masks during operations.",3060159,3.58843E-07
20115,1312919,4) which has been shown previously to inhibit DUB activity of CCHFV isolated OTU-domain [27] .,2107129,4.92841E-09
20143,1312919,4) which has been shown previously to inhibit DUB activity of CCHFV isolated OTU-domain [27] .,2996659,5.0812E-06
24606,1514841,"Although our group has reported some clinical studies in H7N9 infected patients [6, 12, 15, 36] , understanding the detailed mechanism is still needed to reveal the potential for treating H7N9 induced ARDS.",2412994,0.067869827
20375,2473641,"Although the nucleocapsid protein is the most abundantly produced during infection with HCoV-NL63 [44, 45] , the membrane protein is more abundant in the complete virion particle than nucleocapsid protein [46, 47] .",3041428,0.000719181
21039,1665919,"Finally, 20 articles [6] [7] [8] [9] [10] [11] [12] [13] [14] [15] [16] [17] [18] [19] [20] [21] [22] [23] [24] [25] meeting the inclusion criteria were involved in the analysis.",1682932,1.72835E-05
20196,2927855,"SeqTrack [38] utilizes the fact that in the absence of recombination and reverse mutations, strains will have unique ancestors characterized by the fewest possible mutations, no sample can be the ancestor of a sample which temporally preceded it, and the likelihood of ancestry can be estimated from the genomic differentiation between samples.",240003,0.025207931
20488,2927856,"In the following section we discuss state-of-the-art approaches based on Bayesian inference, to reconstruct partially-observed transmission trees and multiple origins of pathogen introduction in a host population [25, 34, 35, 49, 50] .",3094448,4.30456E-07
24330,2473692,"Regarding the H1N1pdm virus, it has been shown that prolonged virus shedding in cancer patients may occur, although such a phenomenon has only been documented through cases involving a single studied patient [21, 22, 23, 24, 25] .",1495686,3.12287E-05
24427,2473692,"Regarding the H1N1pdm virus, it has been shown that prolonged virus shedding in cancer patients may occur, although such a phenomenon has only been documented through cases involving a single studied patient [21, 22, 23, 24, 25] .",733079,5.61221E-07
24356,2827024,"This severe respiratory illness was identified by multiple diagnostic methods as an 34 infection by a novel coronavirus (1) (2) (3) (4) , which was temporarily denoted as 2019-nCoV by World 35 Health Organization (5) ， and renamed ""severe acute respiratory syndrome coronavirus 2"" against SARS-CoV using their own vaccine platforms (33) (34) (35) (36) (37) .",1002652,9.39828E-07
24348,1615639,"55, 56 Extracorporeal membrane oxygenation (ECMO) gained attention during the 2009 H1N1 influenza pandemic after several studies reported low mortality in patients with viral ARDS treated with this modality.",295113,1.82483E-08
21071,257,"TB and HIV co-infection is an important example; although TB was common pre-HIV/AIDS era also and was primarily associated with poverty and undernutrition/malnutrition that contribute to immunocompromization and with unavailability of diagnostic and treatment facilities [7, 55] .",249,0.897434592
21078,1665919,"Finally, 20 articles [6] [7] [8] [9] [10] [11] [12] [13] [14] [15] [16] [17] [18] [19] [20] [21] [22] [23] [24] [25] meeting the inclusion criteria were involved in the analysis.",1112650,1.3007E-08
21081,2473643,"Although several bat species have been found to harbor several alpha and betacoronaviruses believed to be the ancestors of endemic human coronaviruses including HCoV-NL63 [13, 23] , bats may not have been a direct source of virus transmission to humans given that, CoVs such as SARS-CoV and MERS-CoV both make use of terrestrial mammals which are more likely to have contact with humans instead of bats as transmission hosts.",807144,0.194224134
21084,1615612,"AY274119), fused with the Fc portion of human IgG1 (RBD-Fc), was previously described [28, 29] .",845399,0.043792129
21093,504987,"Among the identified recombinants, the HRV-A36/A67 recombinant clusters with previously documented similar recombinants (GenBank entries: EU840918.1, EU840872.1, EU840750.1, EU840930.1, EU840884.1 and EU840762.1) identified in Switzerland and indicates a worldwide circulation [42] .",3137734,0.000226628
21107,2372883,"This receptor is highly expressed on the membrane of endothelial cells, and this could lead to endothelial cell-specific inflammation/dysfunction due to viral replication in these cells (12) .",1187101,0.891855717
106,555253,Designing of a novel vaccine is very crucial to defending the rapid endless of global burden of disease [56] [57] [58] [59] .,1315495,2.38246E-07
112,50480,"Its special features contributed to its fast and widespread transmission, including (1) being highly contagious, (2) the possible transmission from asymptomatic individuals and (3) causing mild symptoms in most of the infected patients [1, 2] .",341634,0.002225711
113,454304,"At 95°C, the results showed a little decrease of viral RNA quantity over time, resulting in a Cq value raised of about 2.2, potentially preventing SARS-CoV-2 detection for samples with low viral load (10, 11) .",415282,1.3563E-08
142,3,10 Molecular analyses of MERS-CoV or similar viruses from bats and camels suggest that these 2 species are the natural reservoirs of the virus.,1098926,7.93829E-05
152,807640,The pulmonary abnormalities involvement was quantitatively estimated by a semi-quantitative scoring system (14) .,565189,0.001016032
154,1312404,"Furthermore, their close relationships with previously detected paramyxovirus sequences in Ghanaian E. helvum (Drexler et al., 2009 ) and sequences detected in urine in the reservoir host, and also may suggest that a coevolutionary relationship between Chiroptera and Paramyxoviridae exists, as has been proposed for other viral families (Badrane & Tordo, 2001; Gouilh et al., 2011) .",2706450,6.123E-06
156,454305,"These results are similar to our previous results obtained with the Middle East Respiratory Syndrome coronavirus (MERS-CoV) (5) , which belongs to the same genus of viruses.",2604795,1.20626E-07
160,3,"11, 12 Whole genome sequencing showed that human and camel viruses from Saudi Arabia are indistinguishable.",1014530,0.127999425
171,605725,"During the process of discontinuous RNA transcription, the transcription-regulating sequence (TRS) plays a crucial role by base-pairing interaction between body TRS (TRS-B) and Leader TRS (TRS-L) during the synthesis of minus-strand RNA (Pasternak et al., 2006 (Pasternak et al., , 2001 Sawicki and Sawicki, 1995) .",3052846,0.013345933
181,50480,"PPE and ICU beds were urgently needed as scarce medical resources for the management of COVID-19 cases and for the protection of the medical staff [4, 5] .",2603638,0.007134671
187,3,"11, 12 Whole genome sequencing showed that human and camel viruses from Saudi Arabia are indistinguishable.",1903291,6.17985E-06
189,504772,Effective transduction and high-level transgene expression mediated by baculoviral vectors are especially suited for cancer gene therapy [ 107 ] .,461515,0.055701375
